,연도,선수,팀,구종,상대%,타구 속도,상하 각도,타율,장타율,땅볼%,라인드라이브%,뜬공%,팝플라이%,강한 타구%,안타,안타 타구 속도,홈런,홈런 타구 속도,장타,장타 타구 속도
188,2022,김준태,KT,전체,100.0,135.2,19.3,0.273,0.403,33.8,28.6,24.8,12.8,19.5,63,142.3,4,145.5,21,145.6
189,2022,하주석,한화,전체,100.0,130.1,13.7,0.251,0.329,40.3,31.4,19.9,8.5,15.3,108,135.8,5,146.7,23,141.8
190,2022,김민식,SSG,전체,100.0,132.5,22.0,0.222,0.299,27.9,33.1,22.1,16.9,11.7,49,138.3,2,150.6,12,140.4
191,2022,한유섬,SSG,전체,100.0,139.9,20.1,0.263,0.477,30.8,33.1,21.9,14.2,38.8,120,146.4,21,158.6,55,156.3
192,2022,박민우,NC,전체,100.0,130.2,14.5,0.267,0.359,37.5,32.5,21.4,8.6,8.6,104,134.8,4,146.8,27,140.7
193,2022,노진혁,NC,전체,100.0,137.4,19.7,0.28,0.455,26.7,36.1,24.7,12.5,23.1,111,142.1,15,150.2,39,149.1
194,2022,나성범,KIA,전체,100.0,140.2,20.2,0.32,0.505,26.4,36.2,21.8,15.5,39.7,178,146.7,20,158.4,61,154.3
195,2022,강승호,두산,전체,100.0,134.2,20.3,0.264,0.399,28.0,35.5,19.9,16.6,26.4,116,140.3,10,156.7,38,150.5
196,2022,김인태,두산,전체,100.0,135.2,16.9,0.248,0.338,37.7,27.7,21.4,13.2,27.7,58,144.9,5,155.8,11,151.5
197,2022,노수광,한화,전체,100.0,131.3,17.9,0.232,0.368,31.0,35.4,25.3,8.2,6.3,72,137.2,4,149.8,28,140.9
198,2022,김준완,키움,전체,100.0,125.1,15.9,0.194,0.248,36.5,31.7,20.6,11.1,0.5,61,127.9,1,143.7,13,135.9
199,2022,권희동,NC,전체,100.0,132.3,21.7,0.227,0.319,27.3,33.9,20.6,18.2,10.3,54,136.5,5,148.8,11,145.1
